"Date","Price","Open","High","Low","Vol.","Change %"
"01/11/2024","89.65","89.65","89.65","89.65","","0.00%"
"31/10/2024","89.65","89.65","89.65","89.65","","0.00%"
"30/10/2024","89.65","89.65","89.65","89.65","","0.00%"
"29/10/2024","89.65","89.65","89.65","89.65","","0.00%"
"28/10/2024","89.65","89.65","89.65","89.65","","0.00%"
"25/10/2024","89.65","89.65","89.65","89.65","","0.00%"
"24/10/2024","89.65","89.65","89.65","89.65","","0.00%"
"23/10/2024","89.65","81.50","89.65","81.50","17.09M","10.00%"
"22/10/2024","81.50","79.90","82.00","80.00","6.74M","2.00%"
"21/10/2024","79.90","77.00","79.95","78.30","7.67M","3.77%"
"18/10/2024","77.00","76.00","77.00","76.00","3.69M","1.32%"
"17/10/2024","76.00","80.70","80.00","76.00","6.66M","-5.82%"
"16/10/2024","80.70","77.60","83.00","77.60","10.76M","3.99%"
"15/10/2024","77.60","71.90","77.60","73.00","10.30M","7.93%"
"14/10/2024","71.90","70.00","71.90","71.75","3.67M","2.71%"
"11/10/2024","70.00","71.95","70.00","70.00","4.11M","-2.71%"
"10/10/2024","71.95","70.00","71.95","68.90","5.51M","2.79%"
"09/10/2024","70.00","72.50","74.00","69.20","13.12M","-3.45%"
"08/10/2024","72.50","77.00","79.95","72.50","9.91M","-5.84%"
"07/10/2024","77.00","75.50","80.00","76.10","5.18M","1.99%"
"04/10/2024","75.50","77.00","80.00","75.50","9.54M","-1.95%"
"03/10/2024","77.00","77.00","77.00","75.00","4.65M","0.00%"
"02/10/2024","77.00","82.60","82.60","77.00","11.80M","-6.78%"
"30/09/2024","82.60","75.20","82.60","76.65","10.02M","9.84%"
"27/09/2024","75.20","73.00","75.50","73.00","10.44M","3.01%"
"26/09/2024","73.00","75.00","75.00","72.00","8.07M","-2.67%"
"25/09/2024","75.00","72.00","77.30","73.00","6.81M","4.17%"
"24/09/2024","72.00","80.00","79.95","72.00","19.11M","-10.00%"
"23/09/2024","80.00","82.50","81.50","76.05","7.32M","-3.03%"
"20/09/2024","82.50","81.00","82.50","81.00","8.44M","1.85%"
"19/09/2024","81.00","85.05","83.15","81.00","7.86M","-4.76%"
"18/09/2024","85.05","80.20","87.90","82.00","7.77M","6.05%"
"17/09/2024","80.20","89.05","87.00","80.15","16.61M","-9.94%"
"13/09/2024","89.05","90.70","90.40","89.05","5.47M","-1.82%"
"12/09/2024","90.70","87.50","92.50","89.50","8.93M","3.66%"
"11/09/2024","87.50","95.00","95.00","87.50","26.61M","-8.38%"
"10/09/2024","95.50","98.40","98.40","86.00","58.49M","6.70%"
"09/09/2024","89.50","89.50","89.50","89.50","14.81M","9.95%"
"06/09/2024","81.40","74.00","81.40","78.00","17.86M","10.00%"
"05/09/2024","74.00","81.90","80.00","73.75","42.96M","-9.65%"
"04/09/2024","81.90","91.00","89.00","81.90","37.18M","-10.00%"
"03/09/2024","91.00","92.95","93.00","90.00","46.92M","7.63%"
"02/09/2024","84.55","76.90","84.55","76.90","38.39M","9.95%"
"30/08/2024","76.90","70.00","76.90","63.60","93.86M","9.94%"
"29/08/2024","69.95","69.95","69.95","69.95","9.66M","9.98%"
"28/08/2024","63.60","63.60","63.60","63.60","9.76M","9.94%"
"27/08/2024","57.85","57.85","57.85","57.85","7.72M","9.98%"
"26/08/2024","52.60","52.60","52.60","52.60","6.49M","9.93%"
"23/08/2024","47.85","47.85","47.85","47.85","12.81M","10.00%"
"22/08/2024","43.50","43.10","43.50","42.00","29.85M","9.99%"
"21/08/2024","39.55","39.00","45.80","39.00","66.23M","-8.66%"
"20/08/2024","43.30","43.30","43.30","43.30","15.90M","9.90%"
"19/08/2024","39.40","39.40","39.40","39.40","10.10M","9.90%"
"16/08/2024","35.85","29.45","35.85","29.35","30.37M","9.97%"
"15/08/2024","32.60","32.60","33.10","32.60","12.45M","-9.94%"
"14/08/2024","36.20","36.20","38.75","36.20","22.07M","-9.95%"
